,excerpt_and_book
"“Should we run for it?” Tiger asked. “Let’s just back away very quietly said Ant Tiger took a step back. His foot knocked against a loose rock, which clattered to the ‘ound. The noise echoed round the cave. The murmuring alien voices suddenly stopped. Tall shadows crept along the cave wall towards them.The deadly cave pg32/635_left.png",1
"I wrote many short, funny poems. I called them ‘nonsenses’, Other people called them limericks, Here's one: There was an Old Man with a beard, Who said, “It is just as I feared! Two Owls and a Hen, Four Larks and a Wren, Have all built their nests in my beard!” © =) as ijt os Tf — Toe was an OM Man with » Dear who id I i oe en ota ten for Laka nd « Wren, oneal tee nesta in mtr ——Edward Lear's Scrapbook pg16/520_right.png",1
"“Yes, well done, Dick,” said Mr Fitzwarren. “Please, sir,” said Dick. “Where is Puss now?” ax E Mr Fitzwarren pointed to Alice’s room. “In there,” he said. Close bookDick Wittington/457_right.png",1
"The Krools didn’t notice Tiger. They were too busy trying to get across the moat. Tiger saw one Krool sink into the bubbling liquid. “They’re bound to get across soon,” he thought. “I’d better find a way in, quickly.”Race to the pyramid pg24/2076_right.png",1
"The squire’s son knew how much Dick loved Puss. “Every ship needs a cat, Pig Boy,” he grinned. “I've told you before,” said Dick. “Puss is not for sale.” But after Dick had watched the ship slide slowly down the river to the sea, he couldn't find Puss anywhere.Dick Wittington/449_right.png",1
"In 1928, Fleming was working on bacteria experiments. He went on holiday. When he got back, some of his experiments were covered in mould.History's marvellous mistakes pg24/758_left.png",1
She made a giant snowball.The snowman pg16/124_right.png,1
"Peter's mum looked at the mountain. “Thope it stops snowing,” she said “Why?” asked Peter. “Because there could be an avalanche,"" she said. “And an avalanche is very dangerous. The snow gets heavier and heavier and slides down the mountain. 24Snow Troll pg32/194_left.png",1
"Cook scolded Dick for his daydreaming. “You're a useless good for nothing, Dick Whittington! Stop thinking of what will never be. Fetch that pan and be quick about it!” But nobody can stop a person from. dreaming.Dick Wittington/445_left.png",1
"This year we are doing Hi, my name is \ a special class project. Rose Carter and We're adopting an I'm in class 31 endangered animal. The animal is a tiger! ——___Our class tiger pg24/95_left.png",1
"“Watch me!” Tiger yelled. He skimmed above the sea on his holo-board. Sunlight sparkled on the water like jewels. “Be careful,” Seven warned. “The holo-boards won’t work if they get wet.” Holo",1
"“Let's said Tiger. look at where we can go. plan,” said Mini. vo = s 5 & x ° 2 ° g& eI °° °° Dn o Ye ov oa CODE key, Good eSStampede pg24/1366_right.png",1
Ant can not see at all.Ant and the baby pg16/365_right.png,1
The World Wide Web is a way for people to use the Internet to communicate with each other. Lots of information is joined together in a ‘web’ and is shared on their computers. This is how I think the World Wide Cm aSpread the word pg24/1268_left.png,1
Oh no! The rock started to fall.Dragon danger pg20/935_right.png,1
"It was no good. He couldn't wriggle out of it any longer. He pushed open the door to the keepers’ room. He knew Dad would be having his tea break. ""Dad,"" he said, in a small shaky voice. “I've got something really important to tell you.” 40Eric's talking ears pg48/2238_left.png",1
"“We must help him!” said Max. “Cat, switch on your holo-board!” Max and Cat shot out towards their friend. As they approached Tiger, one of the Krools noticed them.Nurp Stampede pg24/1748_left.png",1
Time to Pick! by GEORGE Coyntam | Hooray - the pizza plants are ready for picking! Tomorrow we'll have a pizza party! ‘PARA RARARARAKRAKRAKRAKAKEThe pizza patch pg24/908_left.png,1
"Monkey land Pane Chapter 4+ Beyond the Fence I don’t mind telling you, I was more than a little bit scared as Milton Grizzlefur unlocked the main gateway and we all went under the sign that said: WELCOME TO MONKEY LAND. | even let Jem hold my paw. We saw we were on the edge of a big town. “Now,” said Milton Grizzlefur, “we had better break up into little groups so the humans don’t become suspicious. And 26Clever monkey pg64/1871_left.png",1
"Chapter 1 - Touch down The heat hit Max as soon as he opened the exit hatch. Beads of sweat formed on his brow as he pushed the button to activate the holo-ramp. The ramp fizzed and shimmered. “Hang on ... there’s something wrong with the holo-ramp,” Max said.Grumptus attack pg32/600_left.png",1
"Then Shelley Shark Shappe ap & a 004 a7 < ""Chey nar fe t i Gham soak ae | J odile- Carly Croc! AS Tae gor apres 2 _- 5 AESToad swims for his life pg24/130_left.png",1
"Chapter 4 - The final struggle As the children and Seven hurried back to Nok, a storm of fluffy, white blossom filled the air. “It's like being inside a snow globe,” Tiger said. The moans of the Meebs echoed through the tunnels. The blossom was forcing them to return above ground.Save the world pg32/2050_left.png",1
"Lives Island of Cuba, Caribbean —_— The bee hummingbird is so tiny and fast that it's hard to see! It is the smallest bird in Eats Neclar from flowers the ore cEewOSSGTl It zips from flower to flower in its tropical environment. It eats the sweet nectar from 6 g tropical flowers. 4 This mini bird has brightly 3 2 coloured feathers that help it blend in with the colourful flowers. @ 9 15Mini marvels pg24/815_right.png",1
"Kerry held up something round and shiny. It gleamed in the sun. ‘It’s a coin!’ she said, ‘It looks really old’ ‘Let's take it to Mr Hart,’ said Omar. ‘Then he'll put it in for the competition. You never know, you might win.’Cornflake coin pg32/844_left.png",1
"‘The sky had turned white. The sun wasn’t yellow anymore. “It’s a lot better than a red sky,” said one of the rainbow makers. “A red sky makes everyone bad tempered.” 30 The rainbow machine",1
"At last, Kipper turned off the television, He went to find Biff, but she wasn’t in her room. ‘Then Kipper saw that the magic key was glowing. “Oh no!” he thought. “I’m all by myself!”Key trouble pg32/575_right.png",1
"Before reading Talk about the book 1s 9 good idea to tlk with your child about the book before they read it Look atthe rant and bock covers together ~ these giv clus to what the books about. 1 Hos yur child ever been toa scence museum? What dd they see and do? x Toll bout what your child knows about tavelling in pace one on Spacecraft suchas spoce shuttles [Encourage your cil to read mast of thi book independent This anger ory may ove more thon one seston to read, Challenge words These wores may be tick for your cit read using ther phonic skis but they ore inpartant forthe meaning ofthe beck. Encourage your child to, read these words by saying and blending the eter sounde os muchas fey on then help them th the ck por, o simpy read he word other glitches meteoroids engineers _electroni exhibition equipment publicity scientific During reading Encourage your chil to: read ot their ann pace: note if something dean aka sere ond rerwod if put igh: bud connections between one sentence and another ask thai own questions they don't undersone something, IF your did sil stugling with the word ead te word tothe ‘Ths is perfectly OK ond allows them to move on cuicly Discuss any new or unfamiliar ord within the fontet ofthe sor to ensure that your cl Understands their mening, Oxford OWL =o = a www.oxfordowl.co.uk Journey to Mars",1
"cuarniRs The desert island Ah, she was a one, that Grace! Who else ‘would have the courage and sense to stay alive on a desert island? Years later, she told me about it. This is her story, if I remember rightly. She was almost done for when she ‘crawled up the beach, half drowned, scared and very angry. She lay there for a couple of hours, But it was never her way to stay down for long. She staggered to her feet and started to explore.Grace the Pirate/13_right.png",1
"“My ship was about to crash. I had to jump out,” said Nok. He hit a button on his chest. A parachute came out of his back.The parachute pg16/367_left.png",1
"woe till y had nearly reached the mouth of the cave when they heard a fizz and crackle. The energy lasso’s wide loop fell over the three of them. When it hit the ground, the glowing ro rope exploded into an energy cage. They were trapped!The deadly cave pg32/636_left.png",1
"As Seven flew over to join them, Tiger glanced at his watch. It was flashing a red warning. “Oh, no!” he said. Just then ... ZAP! A green ball of energy whizzed past Cat’s ear. Holo",1
"Just then Cat saw a bee. “Oh, no!” she cried. The dragonfly zig-zagged away from the bee. Cat held on./media/kafaka/Data/Work/Zulu/Books/Images_For_OCR/Oxford owl- Original bands/5/5  Flying high pg16/1414_left.png",1
"26 ‘Him,’ said Princess Jane. ‘It seems to me that you three have been telling lies. Father, you have always told me to tell the truth.’ ‘I'm very sorry,’ said King Harry. “What will the Queen say? She'll find out that you haven't found any cleaners or fought any dragons Jane. ‘She'll send you on a year’s dragon quest.’ said Princess(13)/1005_left.png",1
